table_number,table_title,2012_naics_code,data_item,kind_of_business,type_of_operation,year,estimate_value,estimate_flag
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2004,12757,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2005,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2005,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2005,14458,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2006,20796,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2006,5286,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2006,15510,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2007,24217,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2007,7711,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2007,16506,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2008,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2008,8589,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2008,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2009,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2009,8514,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2009,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2010,29284,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2010,10088,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2010,19196,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2011,32765,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2011,12198,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2011,20567,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2012,34627,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2012,12752,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2012,21875,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2013,39594,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2013,13889,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2013,25705,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2014,42672,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2014,14893,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2014,27779,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2015,42309,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2015,14236,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2015,28073,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2016,43021,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2016,14042,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2016,28979,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2017,46038,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2017,15704,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2017,30334,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2018,49156,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2018,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2018,32554,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2019,48800,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2019,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2019,33619,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2020,52391,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2020,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2020,37948,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2021,64217,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2021,19066,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2021,45151,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Merchant Wholesalers,2022,69286,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4246,E-commerce,Chemicals and Allied Products,Manufacturers' sales branches and offices,2022,48802,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",1998,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",1999,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2000,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2001,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2002,48098,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2002,9733,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2002,38365,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2003,55026,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2003,11019,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2003,44007,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2004,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2004,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2004,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2005,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2005,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2005,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2006,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2006,16795,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2006,,D
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2007,106502,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2007,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2007,85995,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2008,136854,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2008,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2008,108791,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2009,105926,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2009,,S
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Manufacturers' sales branches and offices,2009,75485,
2,Table 2. Estimated E-Commerce Sales of U.S. Merchant Wholesalers: 1998 through 2022,4247,E-commerce,Petroleum and Petroleum Products,Merchant Wholesalers,2010,147826,
